id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
824,TCKT-10824,Medium,Open,Software,Application crash,Issue details for ticket 824,2025-10-18,2025-10-27,tech40,2025-10-18 07:17:11
825,TCKT-10825,Low,Open,Hardware,Email not syncing,Issue details for ticket 825,2025-04-07,,tech23,2025-04-07 07:17:11
826,TCKT-10826,Urgent,Open,Access,Laptop not starting,Issue details for ticket 826,2024-12-31,2025-01-10,tech14,2024-12-31 07:17:11
827,TCKT-10827,Low,Resolved,Hardware,VPN issue,Issue details for ticket 827,2025-06-23,2025-06-28,tech31,2025-06-23 07:17:11
828,TCKT-10828,Medium,Closed,Access,Application crash,Issue details for ticket 828,2025-03-04,2025-03-23,tech34,2025-03-04 07:17:11
829,TCKT-10829,Medium,In Progress,Security,VPN issue,Issue details for ticket 829,2025-04-08,2025-04-27,tech19,2025-04-08 07:17:11
830,TCKT-10830,Medium,In Progress,Hardware,Laptop not starting,Issue details for ticket 830,2025-11-29,2025-12-06,tech23,2025-11-29 07:17:11
831,TCKT-10831,Low,Resolved,Hardware,Password reset,Issue details for ticket 831,2025-02-24,2025-02-27,tech18,2025-02-24 07:17:11
832,TCKT-10832,High,Open,Security,Laptop not starting,Issue details for ticket 832,2025-08-15,2025-08-24,tech20,2025-08-15 07:17:11
833,TCKT-10833,High,In Progress,Network,WiFi down,Issue details for ticket 833,2024-12-31,2025-01-03,tech1,2024-12-31 07:17:11
834,TCKT-10834,High,Closed,Network,Laptop not starting,Issue details for ticket 834,2025-08-01,2025-08-07,tech7,2025-08-01 07:17:11
835,TCKT-10835,Urgent,Resolved,Hardware,Application crash,Issue details for ticket 835,2025-01-15,2025-01-19,tech37,2025-01-15 07:17:11
836,TCKT-10836,Low,Open,Network,System slow,Issue details for ticket 836,2025-10-18,2025-11-02,tech21,2025-10-18 07:17:11
837,TCKT-10837,High,Closed,Access,WiFi down,Issue details for ticket 837,2024-12-24,2024-12-31,tech10,2024-12-24 07:17:11
838,TCKT-10838,High,In Progress,Hardware,VPN issue,Issue details for ticket 838,2025-06-27,2025-06-30,tech31,2025-06-27 07:17:11
839,TCKT-10839,Low,Closed,Security,Account locked,Issue details for ticket 839,2024-12-24,2025-01-02,tech24,2024-12-24 07:17:11
840,TCKT-10840,Medium,Closed,Access,System slow,Issue details for ticket 840,2024-12-23,2024-12-26,tech34,2024-12-23 07:17:11
841,TCKT-10841,Low,In Progress,Software,Password reset,Issue details for ticket 841,2024-12-15,2024-12-28,tech1,2024-12-15 07:17:11
842,TCKT-10842,Medium,Closed,Security,Account locked,Issue details for ticket 842,2025-01-09,2025-01-24,tech15,2025-01-09 07:17:11
843,TCKT-10843,Urgent,Closed,Software,Email not syncing,Issue details for ticket 843,2025-08-06,,tech7,2025-08-06 07:17:11
844,TCKT-10844,High,Resolved,Network,VPN issue,Issue details for ticket 844,2024-12-17,2024-12-26,tech27,2024-12-17 07:17:11
845,TCKT-10845,High,Open,Network,System slow,Issue details for ticket 845,2025-07-25,2025-08-13,tech3,2025-07-25 07:17:11
846,TCKT-10846,Urgent,Resolved,Hardware,System slow,Issue details for ticket 846,2025-01-09,2025-01-27,tech8,2025-01-09 07:17:11
847,TCKT-10847,Low,Resolved,Security,VPN issue,Issue details for ticket 847,2025-09-27,,tech9,2025-09-27 07:17:11
848,TCKT-10848,Medium,Open,Access,Application crash,Issue details for ticket 848,2024-12-11,,tech37,2024-12-11 07:17:11
849,TCKT-10849,Urgent,Closed,Hardware,VPN issue,Issue details for ticket 849,2025-11-13,2025-12-01,tech8,2025-11-13 07:17:11
850,TCKT-10850,Urgent,Resolved,Access,Application crash,Issue details for ticket 850,2025-08-25,2025-09-10,tech6,2025-08-25 07:17:11
851,TCKT-10851,Medium,Closed,Access,Application crash,Issue details for ticket 851,2025-08-21,2025-09-06,tech9,2025-08-21 07:17:11
852,TCKT-10852,Medium,Closed,Security,Account locked,Issue details for ticket 852,2025-06-01,,tech26,2025-06-01 07:17:11
853,TCKT-10853,High,Closed,Network,Password reset,Issue details for ticket 853,2025-03-22,,tech40,2025-03-22 07:17:11
854,TCKT-10854,High,Resolved,Software,Laptop not starting,Issue details for ticket 854,2025-09-16,2025-10-04,tech19,2025-09-16 07:17:11
855,TCKT-10855,Low,In Progress,Security,System slow,Issue details for ticket 855,2025-01-20,,tech35,2025-01-20 07:17:11
856,TCKT-10856,High,In Progress,Access,VPN issue,Issue details for ticket 856,2025-07-01,2025-07-10,tech14,2025-07-01 07:17:11
857,TCKT-10857,Low,Closed,Security,Password reset,Issue details for ticket 857,2025-02-14,2025-02-19,tech6,2025-02-14 07:17:11
858,TCKT-10858,Medium,In Progress,Security,VPN issue,Issue details for ticket 858,2025-05-08,,tech21,2025-05-08 07:17:11
859,TCKT-10859,High,Closed,Software,Password reset,Issue details for ticket 859,2025-01-17,2025-01-18,tech21,2025-01-17 07:17:11
860,TCKT-10860,Medium,Open,Network,Laptop not starting,Issue details for ticket 860,2025-03-11,2025-03-18,tech25,2025-03-11 07:17:11
861,TCKT-10861,Medium,Open,Access,VPN issue,Issue details for ticket 861,2025-04-06,2025-04-26,tech4,2025-04-06 07:17:11
862,TCKT-10862,High,Closed,Software,Application crash,Issue details for ticket 862,2025-04-18,2025-05-05,tech28,2025-04-18 07:17:11
863,TCKT-10863,High,Closed,Network,Application crash,Issue details for ticket 863,2025-06-23,2025-06-28,tech13,2025-06-23 07:17:11
864,TCKT-10864,High,Closed,Security,Laptop not starting,Issue details for ticket 864,2025-10-31,2025-11-20,tech20,2025-10-31 07:17:11
865,TCKT-10865,Medium,Resolved,Software,Account locked,Issue details for ticket 865,2025-10-11,2025-10-27,tech11,2025-10-11 07:17:11
866,TCKT-10866,Medium,Closed,Security,Email not syncing,Issue details for ticket 866,2025-09-22,2025-09-27,tech25,2025-09-22 07:17:11
867,TCKT-10867,Low,In Progress,Security,Email not syncing,Issue details for ticket 867,2025-06-20,2025-07-02,tech22,2025-06-20 07:17:11
868,TCKT-10868,High,In Progress,Hardware,Email not syncing,Issue details for ticket 868,2025-01-05,2025-01-15,tech35,2025-01-05 07:17:11
869,TCKT-10869,High,Resolved,Software,Password reset,Issue details for ticket 869,2025-05-11,2025-05-27,tech29,2025-05-11 07:17:11
870,TCKT-10870,Urgent,In Progress,Hardware,Laptop not starting,Issue details for ticket 870,2025-06-03,,tech3,2025-06-03 07:17:11
871,TCKT-10871,Urgent,Resolved,Software,Account locked,Issue details for ticket 871,2025-11-08,,tech30,2025-11-08 07:17:11
872,TCKT-10872,Medium,Open,Security,Application crash,Issue details for ticket 872,2025-12-05,,tech16,2025-12-05 07:17:11
873,TCKT-10873,Urgent,In Progress,Network,Password reset,Issue details for ticket 873,2025-03-03,2025-03-22,tech33,2025-03-03 07:17:11
874,TCKT-10874,Urgent,Closed,Network,Application crash,Issue details for ticket 874,2025-05-31,2025-06-10,tech10,2025-05-31 07:17:11
875,TCKT-10875,Urgent,Resolved,Hardware,Application crash,Issue details for ticket 875,2025-09-14,2025-09-25,tech10,2025-09-14 07:17:11
876,TCKT-10876,Urgent,In Progress,Software,System slow,Issue details for ticket 876,2025-01-13,2025-01-18,tech35,2025-01-13 07:17:11
877,TCKT-10877,Medium,Resolved,Access,Email not syncing,Issue details for ticket 877,2025-03-01,2025-03-03,tech4,2025-03-01 07:17:11
878,TCKT-10878,Medium,Open,Security,VPN issue,Issue details for ticket 878,2025-09-28,2025-10-04,tech38,2025-09-28 07:17:11
879,TCKT-10879,Medium,Open,Access,Account locked,Issue details for ticket 879,2025-11-15,2025-11-24,tech36,2025-11-15 07:17:11
880,TCKT-10880,Low,Closed,Network,Laptop not starting,Issue details for ticket 880,2025-10-07,2025-10-09,tech10,2025-10-07 07:17:11
881,TCKT-10881,Medium,In Progress,Network,Application crash,Issue details for ticket 881,2025-07-10,2025-07-24,tech12,2025-07-10 07:17:11
882,TCKT-10882,High,In Progress,Network,WiFi down,Issue details for ticket 882,2025-12-06,2025-12-26,tech17,2025-12-06 07:17:11
883,TCKT-10883,Urgent,Open,Hardware,Laptop not starting,Issue details for ticket 883,2025-10-13,2025-11-02,tech11,2025-10-13 07:17:11
884,TCKT-10884,Low,Closed,Hardware,Application crash,Issue details for ticket 884,2025-03-22,2025-03-26,tech31,2025-03-22 07:17:11
885,TCKT-10885,Urgent,In Progress,Software,Password reset,Issue details for ticket 885,2025-11-25,2025-12-10,tech17,2025-11-25 07:17:11
886,TCKT-10886,Low,Closed,Network,Email not syncing,Issue details for ticket 886,2025-10-25,2025-11-04,tech2,2025-10-25 07:17:11
887,TCKT-10887,Urgent,Open,Security,VPN issue,Issue details for ticket 887,2025-01-27,2025-02-10,tech23,2025-01-27 07:17:11
888,TCKT-10888,Low,Closed,Access,Laptop not starting,Issue details for ticket 888,2025-11-06,2025-11-18,tech33,2025-11-06 07:17:11
889,TCKT-10889,Urgent,Open,Hardware,System slow,Issue details for ticket 889,2025-02-21,2025-03-03,tech10,2025-02-21 07:17:11
890,TCKT-10890,Low,Closed,Software,VPN issue,Issue details for ticket 890,2025-04-05,2025-04-07,tech10,2025-04-05 07:17:11
891,TCKT-10891,Low,In Progress,Software,Password reset,Issue details for ticket 891,2025-09-28,2025-10-07,tech2,2025-09-28 07:17:11
892,TCKT-10892,High,Resolved,Security,Email not syncing,Issue details for ticket 892,2024-12-15,2024-12-16,tech14,2024-12-15 07:17:11
893,TCKT-10893,Low,Resolved,Network,Account locked,Issue details for ticket 893,2025-08-27,2025-09-13,tech16,2025-08-27 07:17:11
894,TCKT-10894,Medium,In Progress,Software,System slow,Issue details for ticket 894,2025-04-25,2025-05-10,tech11,2025-04-25 07:17:11
895,TCKT-10895,Medium,Open,Network,Password reset,Issue details for ticket 895,2025-07-03,2025-07-06,tech27,2025-07-03 07:17:11
896,TCKT-10896,Medium,Open,Network,VPN issue,Issue details for ticket 896,2025-08-14,,tech3,2025-08-14 07:17:11
897,TCKT-10897,Low,Open,Network,Email not syncing,Issue details for ticket 897,2024-12-24,2025-01-01,tech21,2024-12-24 07:17:11
898,TCKT-10898,Low,Resolved,Hardware,Account locked,Issue details for ticket 898,2025-04-20,2025-05-06,tech21,2025-04-20 07:17:11
899,TCKT-10899,Urgent,In Progress,Network,System slow,Issue details for ticket 899,2025-03-15,2025-03-27,tech16,2025-03-15 07:17:11
900,TCKT-10900,High,Open,Software,Application crash,Issue details for ticket 900,2025-07-22,,tech24,2025-07-22 07:17:11
901,TCKT-10901,Urgent,In Progress,Hardware,Account locked,Issue details for ticket 901,2025-08-16,,tech8,2025-08-16 07:17:11
902,TCKT-10902,Low,Open,Hardware,Laptop not starting,Issue details for ticket 902,2025-08-25,2025-09-01,tech37,2025-08-25 07:17:11
903,TCKT-10903,High,Resolved,Hardware,Laptop not starting,Issue details for ticket 903,2025-01-26,2025-01-31,tech26,2025-01-26 07:17:11
904,TCKT-10904,Low,In Progress,Security,VPN issue,Issue details for ticket 904,2025-11-28,2025-12-14,tech1,2025-11-28 07:17:11
905,TCKT-10905,Urgent,Resolved,Access,WiFi down,Issue details for ticket 905,2025-02-06,2025-02-22,tech26,2025-02-06 07:17:11
906,TCKT-10906,Medium,Closed,Hardware,WiFi down,Issue details for ticket 906,2025-06-14,2025-06-20,tech19,2025-06-14 07:17:11
907,TCKT-10907,Medium,In Progress,Access,Password reset,Issue details for ticket 907,2025-06-06,2025-06-20,tech40,2025-06-06 07:17:11
908,TCKT-10908,Urgent,In Progress,Software,WiFi down,Issue details for ticket 908,2025-02-27,,tech40,2025-02-27 07:17:11
909,TCKT-10909,Urgent,Resolved,Access,WiFi down,Issue details for ticket 909,2025-02-18,,tech19,2025-02-18 07:17:11
910,TCKT-10910,Medium,Open,Access,WiFi down,Issue details for ticket 910,2025-11-10,2025-11-17,tech3,2025-11-10 07:17:11
911,TCKT-10911,Medium,Closed,Security,Laptop not starting,Issue details for ticket 911,2025-11-07,,tech3,2025-11-07 07:17:11
912,TCKT-10912,Medium,Resolved,Security,System slow,Issue details for ticket 912,2025-11-25,2025-12-04,tech10,2025-11-25 07:17:11
913,TCKT-10913,High,Closed,Hardware,Password reset,Issue details for ticket 913,2025-02-16,,tech14,2025-02-16 07:17:11
914,TCKT-10914,Low,In Progress,Hardware,VPN issue,Issue details for ticket 914,2025-05-14,2025-05-24,tech15,2025-05-14 07:17:11
915,TCKT-10915,High,In Progress,Hardware,Account locked,Issue details for ticket 915,2025-08-27,,tech18,2025-08-27 07:17:11
916,TCKT-10916,High,Closed,Network,VPN issue,Issue details for ticket 916,2025-01-08,2025-01-23,tech24,2025-01-08 07:17:11
917,TCKT-10917,High,Resolved,Network,Account locked,Issue details for ticket 917,2024-12-21,2025-01-02,tech19,2024-12-21 07:17:11
918,TCKT-10918,High,In Progress,Software,WiFi down,Issue details for ticket 918,2025-09-29,2025-10-15,tech34,2025-09-29 07:17:11
919,TCKT-10919,Low,Resolved,Security,Application crash,Issue details for ticket 919,2025-08-21,2025-08-30,tech12,2025-08-21 07:17:11
920,TCKT-10920,Urgent,Closed,Security,VPN issue,Issue details for ticket 920,2025-10-24,2025-11-13,tech2,2025-10-24 07:17:11
921,TCKT-10921,Urgent,In Progress,Access,VPN issue,Issue details for ticket 921,2025-07-30,2025-08-17,tech29,2025-07-30 07:17:11
922,TCKT-10922,Low,In Progress,Hardware,WiFi down,Issue details for ticket 922,2025-03-11,2025-03-30,tech24,2025-03-11 07:17:11
923,TCKT-10923,Urgent,In Progress,Software,Account locked,Issue details for ticket 923,2025-08-06,2025-08-07,tech3,2025-08-06 07:17:11
924,TCKT-10924,Urgent,Open,Security,Application crash,Issue details for ticket 924,2025-04-11,,tech18,2025-04-11 07:17:11
925,TCKT-10925,Medium,Open,Hardware,Laptop not starting,Issue details for ticket 925,2025-09-21,2025-10-02,tech8,2025-09-21 07:17:11
926,TCKT-10926,High,Closed,Hardware,Application crash,Issue details for ticket 926,2025-08-26,2025-09-09,tech31,2025-08-26 07:17:11
927,TCKT-10927,Medium,Closed,Access,Laptop not starting,Issue details for ticket 927,2025-06-04,2025-06-10,tech22,2025-06-04 07:17:11
928,TCKT-10928,High,Resolved,Hardware,VPN issue,Issue details for ticket 928,2024-12-11,2024-12-20,tech4,2024-12-11 07:17:11
929,TCKT-10929,Medium,Resolved,Network,System slow,Issue details for ticket 929,2025-11-21,2025-11-27,tech4,2025-11-21 07:17:11
930,TCKT-10930,High,Open,Software,VPN issue,Issue details for ticket 930,2025-10-01,,tech24,2025-10-01 07:17:11
931,TCKT-10931,High,Open,Software,Password reset,Issue details for ticket 931,2025-11-20,2025-12-10,tech40,2025-11-20 07:17:11
932,TCKT-10932,Medium,Closed,Hardware,VPN issue,Issue details for ticket 932,2025-06-11,,tech25,2025-06-11 07:17:11
933,TCKT-10933,Low,In Progress,Security,Laptop not starting,Issue details for ticket 933,2025-01-17,2025-01-25,tech35,2025-01-17 07:17:11
934,TCKT-10934,Low,Closed,Hardware,Account locked,Issue details for ticket 934,2025-11-11,2025-11-24,tech13,2025-11-11 07:17:11
935,TCKT-10935,Medium,In Progress,Hardware,Email not syncing,Issue details for ticket 935,2025-02-26,2025-03-18,tech31,2025-02-26 07:17:11
936,TCKT-10936,Low,Closed,Security,WiFi down,Issue details for ticket 936,2025-06-20,2025-07-05,tech40,2025-06-20 07:17:11
937,TCKT-10937,Urgent,Closed,Security,Application crash,Issue details for ticket 937,2025-12-05,2025-12-13,tech8,2025-12-05 07:17:11
938,TCKT-10938,Urgent,Closed,Hardware,Email not syncing,Issue details for ticket 938,2025-11-17,2025-11-23,tech27,2025-11-17 07:17:11
939,TCKT-10939,Urgent,Open,Network,WiFi down,Issue details for ticket 939,2025-11-05,,tech21,2025-11-05 07:17:11
940,TCKT-10940,High,Resolved,Access,VPN issue,Issue details for ticket 940,2025-11-29,2025-12-11,tech3,2025-11-29 07:17:11
941,TCKT-10941,Urgent,In Progress,Hardware,System slow,Issue details for ticket 941,2025-09-13,2025-09-28,tech21,2025-09-13 07:17:11
942,TCKT-10942,Medium,Open,Hardware,Laptop not starting,Issue details for ticket 942,2025-10-06,2025-10-15,tech32,2025-10-06 07:17:11
943,TCKT-10943,Urgent,Resolved,Network,Laptop not starting,Issue details for ticket 943,2025-01-29,2025-02-18,tech26,2025-01-29 07:17:11
944,TCKT-10944,Medium,Open,Security,Email not syncing,Issue details for ticket 944,2025-05-16,2025-05-27,tech22,2025-05-16 07:17:11
945,TCKT-10945,Medium,Closed,Software,Laptop not starting,Issue details for ticket 945,2025-06-29,2025-07-01,tech37,2025-06-29 07:17:11
946,TCKT-10946,High,Open,Hardware,Password reset,Issue details for ticket 946,2025-05-05,,tech27,2025-05-05 07:17:11
947,TCKT-10947,High,Open,Security,Password reset,Issue details for ticket 947,2025-03-08,2025-03-18,tech35,2025-03-08 07:17:11
948,TCKT-10948,Low,In Progress,Security,Application crash,Issue details for ticket 948,2025-07-04,,tech13,2025-07-04 07:17:11
949,TCKT-10949,High,Open,Security,Application crash,Issue details for ticket 949,2025-06-21,2025-07-01,tech40,2025-06-21 07:17:11
950,TCKT-10950,Medium,Closed,Security,Account locked,Issue details for ticket 950,2025-01-18,2025-01-26,tech38,2025-01-18 07:17:11
951,TCKT-10951,Low,Closed,Hardware,Email not syncing,Issue details for ticket 951,2025-11-24,,tech5,2025-11-24 07:17:11
952,TCKT-10952,Low,Closed,Network,WiFi down,Issue details for ticket 952,2025-04-16,2025-04-18,tech20,2025-04-16 07:17:11
953,TCKT-10953,Urgent,Open,Access,WiFi down,Issue details for ticket 953,2025-03-02,2025-03-20,tech7,2025-03-02 07:17:11
954,TCKT-10954,Urgent,Closed,Network,WiFi down,Issue details for ticket 954,2024-12-24,2024-12-30,tech34,2024-12-24 07:17:11
955,TCKT-10955,Urgent,Open,Access,Email not syncing,Issue details for ticket 955,2025-01-22,2025-01-25,tech39,2025-01-22 07:17:11
956,TCKT-10956,Medium,In Progress,Network,Account locked,Issue details for ticket 956,2025-01-07,2025-01-08,tech17,2025-01-07 07:17:11
957,TCKT-10957,Low,Closed,Access,Laptop not starting,Issue details for ticket 957,2025-03-03,2025-03-12,tech8,2025-03-03 07:17:11
958,TCKT-10958,Urgent,Closed,Access,VPN issue,Issue details for ticket 958,2025-09-18,2025-09-20,tech40,2025-09-18 07:17:11
959,TCKT-10959,Medium,Resolved,Access,Account locked,Issue details for ticket 959,2025-02-15,,tech17,2025-02-15 07:17:11
960,TCKT-10960,Urgent,Closed,Network,VPN issue,Issue details for ticket 960,2025-06-09,,tech14,2025-06-09 07:17:11
961,TCKT-10961,Low,In Progress,Access,Password reset,Issue details for ticket 961,2025-10-02,2025-10-22,tech10,2025-10-02 07:17:11
962,TCKT-10962,Medium,Resolved,Security,Account locked,Issue details for ticket 962,2025-11-07,,tech20,2025-11-07 07:17:11
963,TCKT-10963,Medium,In Progress,Access,System slow,Issue details for ticket 963,2024-12-19,2025-01-03,tech14,2024-12-19 07:17:11
964,TCKT-10964,High,Open,Hardware,Laptop not starting,Issue details for ticket 964,2025-10-02,2025-10-19,tech26,2025-10-02 07:17:11
965,TCKT-10965,High,In Progress,Network,WiFi down,Issue details for ticket 965,2025-04-03,,tech24,2025-04-03 07:17:11
966,TCKT-10966,Medium,Open,Network,Password reset,Issue details for ticket 966,2025-07-23,2025-07-29,tech31,2025-07-23 07:17:11
967,TCKT-10967,Urgent,Open,Network,System slow,Issue details for ticket 967,2025-09-04,2025-09-07,tech12,2025-09-04 07:17:11
968,TCKT-10968,Medium,Open,Software,WiFi down,Issue details for ticket 968,2025-04-28,,tech11,2025-04-28 07:17:11
969,TCKT-10969,Medium,Closed,Hardware,VPN issue,Issue details for ticket 969,2025-11-23,2025-12-12,tech35,2025-11-23 07:17:11
970,TCKT-10970,Urgent,Open,Network,WiFi down,Issue details for ticket 970,2025-01-01,2025-01-15,tech40,2025-01-01 07:17:11
971,TCKT-10971,Urgent,Resolved,Hardware,Application crash,Issue details for ticket 971,2025-11-01,2025-11-19,tech38,2025-11-01 07:17:11
972,TCKT-10972,High,In Progress,Hardware,VPN issue,Issue details for ticket 972,2025-10-30,2025-11-18,tech17,2025-10-30 07:17:11
973,TCKT-10973,Low,Resolved,Hardware,Password reset,Issue details for ticket 973,2025-07-15,2025-07-25,tech38,2025-07-15 07:17:11
974,TCKT-10974,Urgent,Resolved,Security,WiFi down,Issue details for ticket 974,2025-05-15,2025-05-27,tech29,2025-05-15 07:17:11
975,TCKT-10975,Medium,Open,Software,Account locked,Issue details for ticket 975,2025-04-03,2025-04-11,tech30,2025-04-03 07:17:11
976,TCKT-10976,Urgent,In Progress,Hardware,Application crash,Issue details for ticket 976,2025-05-06,2025-05-25,tech30,2025-05-06 07:17:11
977,TCKT-10977,High,Closed,Security,WiFi down,Issue details for ticket 977,2025-06-07,2025-06-24,tech8,2025-06-07 07:17:11
978,TCKT-10978,Medium,Open,Network,Application crash,Issue details for ticket 978,2025-03-06,,tech28,2025-03-06 07:17:11
979,TCKT-10979,High,Resolved,Hardware,Email not syncing,Issue details for ticket 979,2025-08-21,2025-09-04,tech10,2025-08-21 07:17:11
980,TCKT-10980,Low,Resolved,Software,Password reset,Issue details for ticket 980,2025-02-18,2025-02-27,tech40,2025-02-18 07:17:11
981,TCKT-10981,High,Closed,Hardware,Account locked,Issue details for ticket 981,2025-01-29,2025-02-12,tech13,2025-01-29 07:17:11
982,TCKT-10982,High,Resolved,Security,VPN issue,Issue details for ticket 982,2025-08-04,2025-08-19,tech3,2025-08-04 07:17:11
983,TCKT-10983,High,Closed,Network,Email not syncing,Issue details for ticket 983,2025-09-09,2025-09-10,tech20,2025-09-09 07:17:11
984,TCKT-10984,Medium,In Progress,Software,Password reset,Issue details for ticket 984,2024-12-13,,tech39,2024-12-13 07:17:11
985,TCKT-10985,High,Resolved,Hardware,System slow,Issue details for ticket 985,2025-09-23,2025-10-13,tech34,2025-09-23 07:17:11
986,TCKT-10986,Medium,Closed,Software,Account locked,Issue details for ticket 986,2024-12-15,,tech14,2024-12-15 07:17:11
987,TCKT-10987,Low,Closed,Security,Account locked,Issue details for ticket 987,2025-08-22,2025-08-23,tech20,2025-08-22 07:17:11
988,TCKT-10988,Urgent,Closed,Software,System slow,Issue details for ticket 988,2025-02-19,,tech13,2025-02-19 07:17:11
989,TCKT-10989,High,Open,Security,System slow,Issue details for ticket 989,2025-02-25,2025-03-16,tech37,2025-02-25 07:17:11
990,TCKT-10990,Urgent,Closed,Network,VPN issue,Issue details for ticket 990,2025-10-07,,tech14,2025-10-07 07:17:11
991,TCKT-10991,Urgent,Open,Security,WiFi down,Issue details for ticket 991,2025-02-22,2025-02-27,tech5,2025-02-22 07:17:11
992,TCKT-10992,Medium,Closed,Software,Account locked,Issue details for ticket 992,2025-04-07,2025-04-13,tech30,2025-04-07 07:17:11
993,TCKT-10993,Urgent,Resolved,Network,Password reset,Issue details for ticket 993,2024-12-11,2024-12-22,tech19,2024-12-11 07:17:11
994,TCKT-10994,High,Resolved,Network,Laptop not starting,Issue details for ticket 994,2025-04-27,2025-05-10,tech5,2025-04-27 07:17:11
995,TCKT-10995,Urgent,Open,Security,Password reset,Issue details for ticket 995,2025-03-30,2025-04-06,tech2,2025-03-30 07:17:11
996,TCKT-10996,Low,In Progress,Software,Laptop not starting,Issue details for ticket 996,2025-04-09,2025-04-17,tech19,2025-04-09 07:17:11
997,TCKT-10997,High,Open,Software,Password reset,Issue details for ticket 997,2025-06-09,2025-06-18,tech18,2025-06-09 07:17:11
998,TCKT-10998,Urgent,Resolved,Network,Password reset,Issue details for ticket 998,2025-10-28,2025-11-10,tech16,2025-10-28 07:17:11
999,TCKT-10999,High,Closed,Access,Account locked,Issue details for ticket 999,2024-12-07,2024-12-11,tech39,2024-12-07 07:17:11
1000,TCKT-11000,High,Closed,Access,Laptop not starting,Issue details for ticket 1000,2025-06-03,2025-06-16,tech13,2025-06-03 07:17:11
